gene	BF.misA	BF.misB	BF.pLoF	BF.total	qval	pval	oe_lof_upper	oe_lof_upper_bin	dn.misA	dn.misB	dn.pLoF	case.pLoF	ctrl.pLoF
SMC3	12.6552	3.67738	0.11878	5.52779	0.606155	0.00899087	0.037	0	1	1	0	0	1
DDIT3	0.911638	0.976971	6.20273	5.52442	0.60715	0.00899687	0.678	3	0	0	0	3	0
LRCH3	0.728494	0.923709	8.18695	5.50913	0.60814	0.00901696	0.812	4	0	0	0	4	0
MAP1S	0.476346	0.831983	13.8676	5.4959	0.609123	0.00903261	0.436	2	0	0	1	1	0
NF1	130.246	0.746539	0.0560256	5.44757	0.610102	0.0091041	0.29	1	2	0	0	2	2
ANKH	15.773	0.929169	0.36271	5.31579	0.613023	0.00936916	0.499	2	1	0	0	1	1
CHORDC1	0.893125	4.17269	1.4258	5.31358	0.613984	0.00937099	0.375	1	0	1	0	1	0
ID4	20.55	0.989749	0.259734	5.28282	0.61494	0.00942786	1.833	9	1	0	0	0	1
CYFIP1	0.46943	0.829024	13.3854	5.20919	0.61684	0.00959223	0.302	1	0	0	1	1	0
CAPN11	0.70538	0.916339	8.00535	5.1744	0.617783	0.00966371	1.151	6	0	0	0	6	1
OMA1	0.816403	0.950323	6.65271	5.16148	0.618721	0.00970232	1.132	6	0	0	1	1	1
HEY2	0.80969	4.0414	1.57141	5.14208	0.619654	0.00976128	0.407	1	0	1	0	1	0
ELAC2	0.659458	3.78148	2.02316	5.0452	0.620586	0.00997339	1.046	5	0	1	0	4	1
DEPDC4	0.897714	0.973201	5.71334	4.9915	0.621516	0.0101166	1.731	8	0	0	0	3	0
PUF60	0.72275	3.89514	1.76345	4.96448	0.622441	0.0102058	0.245	0	0	1	1	0	0
OR51B4	0.876256	0.967309	5.84502	4.9543	0.623361	0.0102411	1.681	8	0	0	0	3	0
SLC2A4RG	0.825837	4.06745	1.469	4.93445	0.624276	0.0102792	0.68	3	0	1	0	1	0
ACBD3	0.797933	0.944905	6.53801	4.92948	0.625184	0.0102883	0.539	2	0	0	1	1	1
FLOT2	0.754501	0.931808	6.99539	4.91811	0.626088	0.0103188	0.742	3	0	0	1	1	1
KLHL5	15.2953	0.922417	0.344255	4.85697	0.626989	0.0104597	0.656	3	1	0	0	1	1
GALNT10	14.5577	0.911687	0.36479	4.8415	0.628776	0.0105027	0.637	3	1	0	0	3	2
SLC26A2	0.751231	0.9308	6.88552	4.81467	0.629662	0.0105961	1.106	6	0	0	1	3	2
RNF14	0.823097	4.06306	1.43957	4.81434	0.630542	0.0105985	0.681	3	0	1	0	1	0
HHLA3	0.954462	0.988318	5.08997	4.80143	0.631418	0.0106251	1.835	9	0	0	1	0	1
ECHS1	0.867762	0.964949	5.71626	4.78649	0.632289	0.0106567	0.956	5	0	0	0	3	0
SRRD	0.887567	0.970427	5.51665	4.7516	0.633156	0.0107561	1.581	8	0	0	0	5	1
MTUS1	0.601958	0.881099	8.9102	4.72583	0.634019	0.0108049	0.695	3	0	0	0	6	1
AMN1	0.899899	0.973795	5.3899	4.72326	0.634877	0.0108114	0.604	3	0	0	0	3	0
MTFR1	0.870737	0.965778	5.6012	4.71027	0.63573	0.0108495	1.452	7	0	0	0	3	0
NPAS1	0.729202	3.90636	1.64909	4.69747	0.636578	0.0108774	0.319	1	0	1	1	0	0
SNAPC5	0.964649	0.990965	4.89745	4.68163	0.637422	0.0109324	1.893	9	0	0	1	0	1
PXT1	0.959449	0.989616	4.86253	4.6169	0.638265	0.0111419	1.944	9	0	0	1	0	1
CCDC146	0.681798	0.908642	7.37356	4.56799	0.639105	0.0113039	1.072	5	0	0	0	4	0
RASSF6	0.874693	0.966876	5.40012	4.56699	0.63994	0.0113112	1.932	9	0	0	0	3	0
HRH4	0.854982	0.961368	5.54262	4.55577	0.64077	0.0113551	1.438	7	0	0	0	3	0
OR13A1	0.834997	0.955691	5.70029	4.54883	0.641595	0.0113939	1.43	7	0	0	0	3	0
CTNNA1	286.213	0.888444	0.017853	4.53973	0.642416	0.0114119	0.313	1	2	0	0	0	3
C1orf141	0.872251	0.966199	5.37606	4.53077	0.643232	0.0114367	1.202	6	0	0	0	3	0
SDSL	0.849321	0.959769	5.54534	4.5203	0.644044	0.011466	1.808	9	0	0	0	3	0
KIF5B	0.67276	3.80592	1.75304	4.48862	0.644853	0.0116011	0.285	1	0	1	0	2	0
NKX6-2	19.6005	0.978579	0.232821	4.46566	0.645658	0.0116689	1.313	7	1	0	0	0	1
PAQR6	0.829953	0.954243	5.63522	4.46296	0.646458	0.0116916	1.523	8	0	0	0	3	0
ROGDI	0.852498	0.960667	5.44857	4.4622	0.647253	0.0116976	1.422	7	0	0	0	3	0
ZNF117	0.845618	0.95872	5.50047	4.45929	0.648044	0.011707	1.717	8	0	0	0	3	0
RAB3GAP1	0.658942	3.78052	1.78476	4.44608	0.648831	0.0117636	0.535	2	0	1	1	3	3
LRRC2	0.851133	0.960282	5.43893	4.44539	0.649612	0.0117696	1.144	6	0	0	0	3	0
VIL1	0.642332	0.895329	7.70378	4.43043	0.65039	0.0118163	0.861	4	0	0	0	4	0
KAT6B	0.381687	0.788472	14.6514	4.40932	0.651165	0.0118857	0.128	0	0	0	2	0	0
RASSF4	0.824799	0.952757	5.60581	4.40523	0.651935	0.0119029	1.549	8	0	0	0	3	0
GPD1L	0.837089	0.95629	5.47091	4.37946	0.652702	0.0119875	0.701	3	0	0	0	3	0
TMEM255B	0.821042	0.95167	5.59558	4.37217	0.653464	0.0120154	1.689	8	0	0	0	3	0
TMEM127	18.787	0.968698	0.239857	4.36515	0.654223	0.0120517	1.154	6	1	0	0	0	1
PNMA2	0.816986	0.950493	5.5905	4.34124	0.654978	0.0121291	1.072	5	0	0	0	3	0
RNF214	0.723419	0.922105	6.4879	4.32788	0.65573	0.0121701	0.346	1	0	0	1	1	1
SDR42E1	0.829862	0.954217	5.46339	4.32629	0.656477	0.0121756	1.861	9	0	0	0	3	0
PRICKLE4	0.829527	0.954121	5.4613	4.32245	0.65722	0.0121899	1.075	6	0	0	0	3	0
ACTG2	0.817062	0.950515	5.55824	4.31669	0.657959	0.01221	0.628	3	0	0	0	3	0
ZRANB2	0.842114	0.957724	5.35059	4.31532	0.658694	0.0122168	0.181	0	0	0	0	3	0
QRFPR	0.846828	0.959063	5.28135	4.28931	0.660152	0.0123037	1.448	7	0	0	0	3	0
GABRG3	0.795069	4.01752	1.34258	4.28847	0.660876	0.0123105	0.385	1	0	1	0	1	0
GLT8D1	0.849506	0.959822	5.25622	4.28579	0.661595	0.0123379	1.134	6	0	0	0	3	0
SEH1L	0.82824	0.95375	5.41579	4.27811	0.662311	0.0123548	0.507	2	0	0	0	3	0
CASP7	0.850696	0.960158	5.22539	4.26811	0.663023	0.0123963	0.873	4	0	0	0	3	0
KHNYN	0.698095	0.913981	6.68438	4.26494	0.663731	0.0124065	0.89	4	0	0	1	1	1
CENPU	0.845999	0.958828	5.1926	4.21207	0.664438	0.0125625	0.982	5	0	0	0	3	0
SGTB	18.8473	0.96944	0.229859	4.19983	0.665142	0.0126029	0.605	3	1	0	0	0	1
KLRB1	0.921729	0.979678	4.6461	4.19542	0.665842	0.0126162	1.441	7	0	0	1	0	1
ZNF772	0.819794	0.951308	5.37092	4.18865	0.666538	0.0126486	0.911	4	0	0	0	3	0
RAB36	0.821833	0.951899	5.35174	4.18668	0.667231	0.0126556	1.249	6	0	0	0	3	0
ZNF607	0.746878	0.929455	6.01197	4.17345	0.66792	0.0127026	0.97	5	0	0	1	1	1
NFE2L2	0.785139	4.00115	1.32088	4.14948	0.668607	0.0127905	0.663	3	0	1	0	1	0
SEMG1	0.831179	0.954596	5.2214	4.14287	0.66929	0.0128171	1.028	5	0	0	0	3	0
PRR22	0.797426	0.944755	5.49569	4.1403	0.669969	0.0128291	1.633	8	0	0	0	3	0
MPPE1	0.812534	0.949195	5.36289	4.13615	0.670645	0.0128591	1.207	6	0	0	0	3	0
PSMC4	0.767091	3.97105	1.35202	4.11847	0.671318	0.0129183	0.493	2	0	1	0	1	0
COL23A1	0.763752	0.934641	5.73414	4.09322	0.671989	0.0130136	0.872	4	0	0	1	3	2
KANK4	0.626804	0.889933	7.32448	4.08569	0.672656	0.013043	0.801	4	0	0	0	4	0
ACADSB	0.8418	0.957634	5.05137	4.07209	0.673321	0.0130871	1.172	6	0	0	0	3	0
PDE6A	0.645116	0.896287	7.01973	4.05887	0.673982	0.0131338	1.12	6	0	0	0	4	0
SAAL1	0.838769	0.95677	5.02742	4.03455	0.674642	0.0132309	0.997	5	0	0	0	3	0
MOK	0.798565	0.945092	5.34368	4.03296	0.675297	0.0132377	1.672	8	0	0	0	3	0
CERS4	0.803459	0.946535	5.29689	4.02829	0.675949	0.0132643	1.679	8	0	0	0	3	0
SEC14L2	0.825709	0.95302	5.11558	4.02554	0.676598	0.0132792	0.937	5	0	0	0	3	0
DEPDC7	0.825594	0.952987	5.1122	4.02217	0.677244	0.0132953	1.099	6	0	0	0	3	0
RNF207	0.704197	0.915957	6.22938	4.01804	0.677886	0.0133086	0.953	5	0	0	1	1	1
SYBU	0.700864	0.914879	6.23169	3.99579	0.678526	0.0133963	0.718	3	0	0	1	1	1
IL11	0.895365	0.97256	4.57827	3.98674	0.679163	0.0134346	1.491	8	0	0	1	0	1
TINF2	0.832419	0.954952	5.00733	3.98043	0.679797	0.0134777	0.671	3	0	0	0	3	0
SPRED3	0.838079	0.956573	4.9219	3.94581	0.680429	0.0135938	0.687	3	0	0	0	3	0
PTDSS1	0.806993	0.947574	5.14267	3.93252	0.681059	0.0136554	0.448	2	0	0	0	3	0
KYNU	0.821106	0.951689	5.01275	3.91715	0.681686	0.0137321	1.353	7	0	0	0	3	0
EIF3H	18.0907	0.959994	0.224198	3.89364	0.682311	0.0138088	0.592	3	1	0	0	0	1
CEP57	0.817658	0.950688	5.00249	3.88863	0.682933	0.0138341	0.481	2	0	0	0	3	0
ERCC3	14.1014	0.904853	0.304457	3.88478	0.683551	0.0138531	0.786	4	1	0	0	1	1
SH3GLB2	0.817785	0.950725	4.98748	3.87771	0.684167	0.0138881	0.743	3	0	0	0	3	0
DDX25	0.792534	0.943305	5.17751	3.87071	0.68478	0.0139144	1.312	7	0	0	0	3	0
CA13	0.888194	0.970599	4.48934	3.87017	0.68539	0.013916	1.163	6	0	0	1	0	1
SUGCT	0.821731	0.95187	4.93175	3.85752	0.685997	0.0139736	1.032	5	0	0	0	3	0
ZNF678	0.826928	0.953372	4.88212	3.84892	0.686602	0.0140157	1.929	9	0	0	0	3	0
FARS2	0.790412	0.942673	5.14802	3.83579	0.687204	0.0140796	1.152	6	0	0	0	5	1
ANTXR2	0.831734	0.954755	4.82548	3.83193	0.687803	0.0140991	0.503	2	0	0	0	3	0
CDYL2	0.74689	3.93682	1.30097	3.82532	0.688399	0.0141383	0.6	3	0	1	0	1	0
CYP26A1	0.812635	0.949225	4.93494	3.80668	0.689584	0.0142398	1.191	6	0	0	0	3	0
NOSTRIN	0.815086	0.949939	4.91509	3.80567	0.690172	0.0142468	1.094	6	0	0	0	3	0
RRP8	0.79396	0.943728	5.0756	3.80306	0.690757	0.0142664	1.272	7	0	0	0	3	0
PPIL4	0.822752	0.952166	4.8052	3.76437	0.691342	0.0144386	0.887	4	0	0	0	3	0
KLC3	0.714384	3.88048	1.35496	3.75616	0.691923	0.0144623	1.358	7	0	1	1	2	3
TMEM117	0.794317	0.943834	5.00989	3.75593	0.692502	0.014467	0.831	4	0	0	0	3	0
ZNF20	0.809539	0.94832	4.8715	3.73986	0.693078	0.0145395	1.296	7	0	0	0	3	0
EFNB3	17.7239	0.955312	0.217509	3.68284	0.693655	0.0147887	0.607	3	1	0	0	0	1
CDC7	0.801107	0.945842	4.85075	3.67552	0.694229	0.0148166	0.797	4	0	0	0	3	0
MBD4	0.791895	0.943115	4.91801	3.67301	0.6948	0.0148442	1.242	6	0	0	0	3	0
GFI1B	16.9324	0.944967	0.229045	3.66485	0.695369	0.0148745	0.865	4	1	0	0	0	1
ACP2	0.764036	0.934728	5.08455	3.63121	0.695936	0.0150564	0.753	4	0	0	0	3	0
CETP	0.787209	0.941719	4.89393	3.62801	0.696501	0.0150759	1.499	8	0	0	0	5	1
MAP9	0.808685	0.94807	4.72024	3.61897	0.697064	0.0151226	1.192	6	0	0	0	3	0
JUP	12.6339	3.67548	0.0778989	3.61729	0.697623	0.0151354	0.587	3	1	1	0	0	0
PLEKHB2	0.869398	0.965405	4.2979	3.60732	0.698181	0.0151709	1.463	7	0	0	1	0	1
AGO1	12.4078	3.65521	0.0792309	3.59336	0.698736	0.015251	0.057	0	1	1	0	0	0
MCOLN2	0.784896	0.941027	4.84917	3.58164	0.699289	0.0153	1.188	6	0	0	0	3	0
SPATA18	0.769969	0.936532	4.95495	3.57302	0.69984	0.0153428	1.091	6	0	0	0	3	0
SLCO1B3	0.774524	0.93791	4.90745	3.56494	0.700389	0.0153796	1.545	8	0	0	0	9	3
TNS1	7.8357	0.789066	0.576242	3.56284	0.700935	0.0153937	0.363	1	1	0	0	1	0
ASPDH	0.851981	0.960521	4.34325	3.55428	0.70202	0.0154156	1.409	7	0	0	1	0	1
KCNJ12	16.5767	0.940206	0.227708	3.54895	0.702559	0.0154393	1.053	5	1	0	0	0	1
TRIM66	0.611914	0.884669	6.55021	3.5459	0.703095	0.0154547	0.682	3	0	0	0	4	0
RFT1	0.778575	0.939131	4.83665	3.53648	0.703629	0.0154915	1.094	6	0	0	0	3	0
GREB1L	0.434671	0.813663	9.98815	3.53256	0.704161	0.0155046	0.075	0	0	0	1	1	0
ZNF343	0.783414	0.940584	4.79182	3.53093	0.70469	0.015526	1.478	7	0	0	0	3	0
VPS39	14.2309	0.906808	0.272844	3.52097	0.705217	0.0155515	0.684	3	1	0	0	1	1
ADAMTSL5	0.754105	0.931686	5.00939	3.51954	0.705742	0.015558	1.151	6	0	0	0	3	0
GRK4	0.779154	0.939305	4.80709	3.51814	0.706264	0.0155635	1.087	6	0	0	0	5	1
FZD10	0.741727	0.927855	5.08353	3.49856	0.706785	0.0156431	0.863	4	0	0	0	3	0
MOXD1	0.785333	0.941158	4.70721	3.47921	0.707304	0.0157099	1.453	7	0	0	0	5	1
ZNF254	0.791221	0.942914	4.64177	3.46301	0.707821	0.0157681	1.759	8	0	0	0	5	1
DAPK3	0.668247	3.79766	1.36447	3.46271	0.708336	0.0157699	0.692	3	0	1	0	1	0
EGFL7	0.842442	0.957817	4.27877	3.45256	0.708849	0.0158187	1.919	9	0	0	1	0	1
TRIM62	0.734183	3.91498	1.19745	3.44186	0.70936	0.0158729	1.164	6	0	1	0	1	0
ATAD1	0.85108	0.960267	4.2063	3.43765	0.710375	0.0158855	0.754	4	0	0	1	0	1
FBXO21	0.729652	3.90714	1.20388	3.4321	0.71088	0.0159082	0.314	1	0	1	0	1	0
CERKL	0.793456	0.943578	4.57266	3.42349	0.711382	0.0159674	1.542	8	0	0	0	3	0
CHAT	0.663368	0.902495	5.7127	3.42012	0.711882	0.0159919	0.883	4	0	0	1	1	1
DNAJC1	0.786563	0.941526	4.57099	3.38513	0.713373	0.0161435	0.822	4	0	0	0	3	0
DIP2C	7.51077	0.781425	0.572871	3.36224	0.713866	0.0162124	0.149	0	1	0	0	1	0
TECTA	0.28907	0.73767	15.6936	3.34647	0.714359	0.0162786	0.58	2	0	0	2	5	4
SF3A3	17.3288	0.95019	0.202754	3.33847	0.714849	0.0163332	0.119	0	1	0	0	0	1
TMPRSS13	0.731761	0.924738	4.82568	3.26548	0.715828	0.0167104	0.897	4	0	0	0	3	0
ZNF540	0.755774	0.932199	4.62717	3.25998	0.716315	0.0167464	0.958	5	0	0	0	3	0
KRT10	0.779372	0.939371	4.44613	3.2551	0.7168	0.0167707	0.622	3	0	0	0	3	0
ADAM18	0.75428	0.93174	4.61078	3.24042	0.717284	0.0168505	1.569	8	0	0	0	3	0
S100A12	0.963841	0.990756	3.38682	3.23418	0.717766	0.0168805	1.44	7	0	0	0	2	0
PRKCH	0.708201	3.86959	1.17353	3.216	0.718246	0.0169603	0.388	1	0	1	0	1	0
TNPO3	0.642046	3.749	1.32299	3.18448	0.718726	0.0171195	0.515	2	0	1	1	0	0
ACSS3	0.738606	0.926882	4.64494	3.17993	0.719203	0.0171396	0.951	5	0	0	0	3	0
MAMDC2	0.753604	0.931532	4.52896	3.17935	0.719679	0.0171443	0.785	4	0	0	0	5	1
MPI	0.82398	0.952521	4.03978	3.17065	0.720153	0.0171957	1.169	6	0	0	1	0	1
PRR9	0.963487	0.990664	3.31331	3.16253	0.720625	0.0172361	1.935	9	0	0	0	2	0
TSNARE1	0.710869	0.918104	4.78708	3.1243	0.721565	0.0175711	0.833	4	0	0	0	3	0
POMGNT2	0.674769	3.80958	1.21278	3.11756	0.722033	0.0176274	1.01	5	0	1	0	1	0
ZBTB10	0.724268	3.89778	1.09799	3.09966	0.722499	0.0177128	0.289	1	0	1	0	1	0
SLPI	0.947741	0.986561	3.30273	3.08807	0.722964	0.0177889	1.609	8	0	0	0	2	0
TLK1	0.730836	3.90919	1.07965	3.08453	0.723428	0.0177949	0.165	0	0	1	0	1	0
ZNF333	0.73322	0.925196	4.54622	3.08403	0.723889	0.0178142	1.244	6	0	0	0	3	0
ZNF493	0.756803	0.932515	4.36448	3.08014	0.724348	0.0178409	1.905	9	0	0	0	3	0
IDUA	0.743252	0.928329	4.45595	3.07453	0.724805	0.0178967	1.166	6	0	0	0	3	0
UVSSA	0.604336	0.881955	5.74896	3.06418	0.725261	0.017976	1.48	7	0	0	1	1	1
AMH	0.739496	0.92716	4.46418	3.06078	0.725715	0.0180044	1.771	9	0	0	0	3	0
ARHGAP24	0.712833	3.87776	1.10303	3.04899	0.726168	0.0180822	0.833	4	0	1	0	1	0
ZNF432	0.758021	0.932889	4.30275	3.04268	0.726619	0.0181516	1.146	6	0	0	0	3	0
LEPROT	0.9438	0.985527	3.27101	3.0425	0.727068	0.0181612	0.874	4	0	0	0	2	0
L1TD1	0.757084	0.932601	4.30123	3.03691	0.727515	0.018197	1.328	7	0	0	0	5	1
PTPRS	4.80607	0.706037	0.894316	3.03465	0.727961	0.0182194	0.254	0	1	0	0	2	0
ZFYVE27	0.7843	0.940849	4.09984	3.0253	0.728847	0.0182901	1.109	6	0	0	1	0	1
HBB	0.941394	0.984894	3.26172	3.02418	0.729287	0.0183136	1.978	9	0	0	0	2	0
CD109	0.589439	0.87655	5.84505	3.01998	0.729725	0.0183326	1.189	6	0	0	0	6	1
IRF7	0.711823	0.91841	4.61793	3.01895	0.730162	0.0183418	1.568	8	0	0	0	3	0
LY86	0.932273	0.982484	3.29365	3.0168	0.730597	0.018359	1.75	8	0	0	0	2	0
SLC25A25	15.905	0.931008	0.203473	3.01296	0.73103	0.0183801	0.584	3	1	0	0	0	1
TMEM234	0.94857	0.986778	3.21791	3.01205	0.731462	0.0183992	1.872	9	0	0	0	2	0
KCNC4	0.658487	3.77968	1.20793	3.00639	0.731891	0.0184216	0.732	3	0	1	0	1	0
ADAM2	0.750465	0.930564	4.28217	2.99048	0.73232	0.0185419	1.176	6	0	0	0	3	0
PARVB	0.802413	0.946227	3.9223	2.97806	0.732747	0.0186363	1.278	7	0	0	1	0	1
MTO1	0.704946	0.916199	4.60897	2.9768	0.733173	0.0186434	0.64	3	0	0	0	3	0
RNF24	0.935647	0.983377	3.23354	2.97516	0.733597	0.0186929	0.909	4	0	0	0	2	0
KRTAP11-1	0.921528	0.979624	3.29412	2.97377	0.734019	0.0187099	1.601	8	0	0	0	2	0
PPP1R14A	0.943875	0.985547	3.19324	2.97046	0.73444	0.0187508	1.143	6	0	0	0	2	0
ADM2	0.927797	0.981295	3.25694	2.96526	0.734859	0.0187832	1.483	8	0	0	0	2	0
YBEY	0.938856	0.984225	3.20747	2.96385	0.735276	0.0188017	1.918	9	0	0	0	2	0
CTNND1	0.580124	3.62873	1.40596	2.95971	0.735692	0.0188291	0.185	0	0	1	1	0	0
ABL2	12.5148	0.879773	0.268572	2.95702	0.736106	0.0188482	0.58	2	1	0	0	3	2
KCNQ2	11.3016	3.55239	0.073637	2.95635	0.736519	0.0188557	0.158	0	1	1	0	0	0
ADAM7	0.736658	0.926273	4.31537	2.94458	0.73693	0.0189718	1.031	5	0	0	0	5	1
C20orf85	0.921063	0.9795	3.25742	2.93878	0.73734	0.0190086	1.784	9	0	0	0	2	0
NDUFA6	0.9228	0.979964	3.23086	2.9217	0.737749	0.019156	1.714	8	0	0	0	2	0
TP73	0.647256	3.75877	1.19943	2.91808	0.738562	0.0192124	0.256	0	0	1	0	1	0
NOVA2	15.7917	0.92943	0.198754	2.91716	0.738966	0.0192145	0.242	0	1	0	0	0	1
PRMT5	0.723676	0.922187	4.36586	2.91362	0.739368	0.0192382	0.124	0	0	0	0	3	0
TMEM154	0.934025	0.982948	3.17027	2.91062	0.739769	0.0192878	1.613	8	0	0	0	2	0
CD300LD	0.924861	0.980513	3.19717	2.89932	0.740169	0.0194046	1.568	8	0	0	0	2	0
AP1S3	0.932559	0.98256	3.16378	2.89895	0.740567	0.0194164	1.079	6	0	0	0	2	0
SAPCD1	0.92787	0.981315	3.18009	2.89557	0.740964	0.0194594	1.728	8	0	0	0	2	0
GOLIM4	0.74599	0.929179	4.16554	2.88738	0.74136	0.0195137	0.731	3	0	0	0	3	0
UBE2C	0.926629	0.980985	3.17314	2.88441	0.741754	0.0195552	0.848	4	0	0	0	2	0
ZNF438	0.704457	0.916041	4.46138	2.87898	0.742146	0.0195904	1.107	6	0	0	0	3	0
BAG2	0.926407	0.980925	3.16452	2.87571	0.742538	0.0196332	1.151	6	0	0	0	2	0
KRTAP1-3	0.917786	0.978622	3.20043	2.87452	0.742927	0.0196499	1.181	6	0	0	0	2	0
C4orf33	0.932967	0.982668	3.13462	2.87381	0.743316	0.0196608	1.34	7	0	0	0	2	0
ERI1	0.880308	4.15304	0.785971	2.87347	0.743702	0.0196614	1.073	5	0	1	0	2	1
ZNF594	0.736237	0.926141	4.20755	2.86896	0.744088	0.0197284	1.783	9	0	0	0	3	0
MRPL54	0.918548	0.978826	3.18849	2.86677	0.744471	0.0197498	1.436	7	0	0	0	2	0
NDUFA13	0.901346	0.974188	3.2408	2.84569	0.744855	0.019935	1.772	9	0	0	0	2	0
TMEM253	0.911156	0.976841	3.19464	2.8434	0.745236	0.0199499	1.67	8	0	0	0	2	0
MED11	0.948591	0.986784	3.03101	2.83719	0.745617	0.0199995	1.933	9	0	0	0	2	0
RAVER1	0.666228	3.79395	1.12194	2.83586	0.745996	0.0200037	0.36	1	0	1	0	1	0
LMO2	0.903416	0.974749	3.2158	2.83185	0.746374	0.0200232	1.028	5	0	0	0	2	0
ZNF721	0.700098	0.914631	4.42201	2.83155	0.74675	0.0200279	1.886	9	0	0	0	3	0
CHADL	0.682343	0.908822	4.56207	2.82907	0.747125	0.0200509	1.174	6	0	0	0	3	0
PRDX1	0.91957	0.9791	3.14135	2.82832	0.747498	0.0200637	1.905	9	0	0	0	2	0
ACSL5	0.719181	0.92076	4.26989	2.82749	0.74787	0.020083	0.727	3	0	0	0	3	0
LEMD1	0.933691	0.98286	3.08098	2.82738	0.748241	0.020096	1.79	9	0	0	0	2	0
CCAR1	0.606094	18.8889	0.246647	2.82372	0.74861	0.0201383	0.215	0	0	2	0	1	1
LSMEM2	0.899676	0.973734	3.20873	2.81099	0.749345	0.0202606	1.767	9	0	0	0	2	0
WNK1	7.47564	0.780585	0.481714	2.81098	0.74971	0.0202612	0.126	0	1	0	0	1	0
FAIM	0.91018	0.976578	3.15827	2.80727	0.750075	0.0203	1.382	7	0	0	0	2	0
ZNF652	15.6303	0.927167	0.192807	2.79413	0.750438	0.0204166	0.411	1	1	0	0	0	1
CD3E	0.916895	0.978384	3.11318	2.79276	0.7508	0.0204597	0.923	5	0	0	0	2	0
SLC29A1	0.787331	0.941755	3.75593	2.78493	0.751161	0.020546	0.375	1	0	0	1	0	1
THAP6	0.908691	0.976176	3.13839	2.78388	0.75152	0.0205669	1.334	7	0	0	0	2	0
SNX22	0.924816	0.980502	3.06807	2.78208	0.751879	0.0205951	1.093	6	0	0	0	2	0
UTP23	0.916014	0.978147	3.09661	2.77455	0.752236	0.0206762	0.903	4	0	0	0	2	0
FUBP3	15.6017	0.926764	0.191769	2.7728	0.752592	0.0206971	0.364	1	1	0	0	0	1
RHOJ	0.888406	0.970657	3.21362	2.77123	0.752946	0.0207263	1.019	5	0	0	0	2	0
YEATS4	0.914743	0.977806	3.09461	2.76795	0.753652	0.0207741	1.189	6	0	0	0	2	0
KHDC1	0.891085	0.971391	3.19204	2.763	0.754003	0.0208262	1.785	9	0	0	0	2	0
CAPN13	0.703546	0.915747	4.28571	2.76116	0.754352	0.0208508	1.126	6	0	0	0	5	1
MRPS23	0.904988	0.975175	3.11502	2.74907	0.754701	0.0209679	0.799	4	0	0	0	2	0
TEX30	0.913979	0.977601	3.06328	2.73706	0.755049	0.0211044	1.313	7	0	0	0	2	0
TMEM33	0.902741	0.974566	3.09244	2.72067	0.755742	0.021275	0.842	4	0	0	0	2	0
VWA5A	0.710453	0.917971	4.16265	2.71478	0.756087	0.0213856	1.463	7	0	0	0	3	0
CLRN1	0.900891	0.974064	3.09343	2.71457	0.756431	0.0213989	1.805	9	0	0	0	2	0
CACFD1	0.878926	0.968048	3.18809	2.71256	0.756773	0.0214425	1.235	6	0	0	0	2	0
NT5C	0.918473	0.978806	3.01616	2.71155	0.757114	0.0214641	1.252	7	0	0	0	2	0
ZP2	0.72448	0.922441	4.05651	2.71093	0.757454	0.0214688	0.73	3	0	0	0	3	0
PCDHA12	0.528083	0.853208	6.01216	2.70887	0.757793	0.0214733	1.189	6	0	0	1	1	1
THYN1	0.900504	0.973959	3.08138	2.70254	0.758131	0.0216016	1.924	9	0	0	0	2	0
ISX	0.887988	0.970543	3.12961	2.69719	0.758467	0.0216627	1.662	8	0	0	0	2	0
OR5AN1	0.894183	0.972238	3.09591	2.69146	0.758803	0.0217112	1.849	9	0	0	0	2	0
PRDM6	0.791319	0.942943	3.60425	2.68938	0.759471	0.0217287	0.424	2	0	0	1	0	1
CD300C	0.886992	0.970269	3.12032	2.68541	0.759803	0.0217795	1.571	8	0	0	0	2	0
CCDC90B	0.910506	0.976666	3.01861	2.68432	0.760134	0.021809	1.099	6	0	0	0	2	0
EFNA4	0.908263	0.976061	3.02739	2.68384	0.760464	0.0218354	1.464	7	0	0	0	2	0
TOP1MT	0.673494	0.905887	4.3988	2.68375	0.760793	0.0218401	1.68	8	0	0	0	3	0
TEX101	0.89363	0.972087	3.0867	2.68137	0.76112	0.0218735	1.238	6	0	0	0	2	0
CEACAM4	0.898429	0.973395	3.06403	2.67957	0.761447	0.0219079	1.417	7	0	0	0	2	0
TMEM81	0.898423	0.973394	3.06058	2.67654	0.762419	0.0219536	1.674	8	0	0	0	2	0
OR5J2	0.889201	0.970875	3.09965	2.67594	0.762741	0.0219666	1.751	8	0	0	0	2	0
WDFY4	0.244707	0.709094	15.4039	2.67289	0.763062	0.0219909	0.304	1	0	0	0	7	0
OR6C1	0.892752	0.971847	3.07801	2.67054	0.763382	0.022065	0.777	4	0	0	0	2	0
CHMP4A	0.890717	0.97129	3.08071	2.66526	0.763701	0.0221495	1.582	8	0	0	0	2	0
NAT2	0.895058	0.972477	3.05495	2.6591	0.764019	0.022215	1.793	9	0	0	0	2	0
OR6C70	0.890322	0.971182	3.07155	2.65586	0.764335	0.0222606	1.938	9	0	0	0	2	0
TMEM38B	0.894288	0.972267	3.05326	2.65477	0.764651	0.0222846	0.798	4	0	0	0	2	0
APOBEC2	0.889448	0.970943	3.07147	2.65253	0.764966	0.0223608	1.065	5	0	0	0	2	0
